tour,spring,summer,autumn,winter
화왕산군립공원,1,1,1,0
금쌀공원,1,1,1,0
음악분수공원,0,1,1,0
도시산림공원토리숲,0,1,1,0
수릉,1,1,1,0
강동구도시농업공원,1,1,1,0
곤지암생활체육공원,1,1,1,1
관악산자연공원,1,1,1,0
구학산,1,0,1,0
금강생태공원,1,1,1,0
금주산,1,0,1,1
죽엽산,1,1,1,0
남성리해수욕장,0,1,1,0
대빈묘,0,0,1,0
둔포체육공원,1,1,1,0
등명해수욕장,0,1,0,0
리버스랜드,1,1,1,0
마금산,1,0,1,1
만옥정공원,1,1,1,0
목동근린공원,1,1,1,0
목포진역사공원,1,1,1,0
문화근린공원,0,1,1,0
바우유원지,1,1,0,0
봉은공원,1,1,1,0
부암산,1,0,1,0
빛나리유원지,0,1,0,0
사랑의낙조공원,1,1,1,0
상옥체육공원,1,1,1,0
샛강생태공원,1,1,1,0
서래공원,1,1,1,0
서원곡유원지,0,1,0,0
성당포구금강체험관,1,1,1,0
성수공원,1,0,1,0
소망공원,1,1,1,0
송파나루공원,1,0,1,0
순천만자연생태공원,1,1,1,0
신길공원,1,1,1,0
신사공원,1,1,1,0
안말공원,1,1,0,0
엑스포시민광장,1,0,0,1
연제문화체육공원,1,0,1,0
영원산성,1,0,1,0
영흥체육공원,1,1,1,0
오분해수욕장,0,1,0,0
옥계공원,1,1,1,0
온수근린공원,1,1,1,0
옹암해수욕장,1,1,1,0
왕모산,0,1,1,0
운암공원,1,1,1,1
원수산MTB공원,1,1,1,0
자유로청아공원,0,0,1,1
중왕산,0,1,1,0
천호산,1,1,1,0
춘추공원,1,1,1,0
칠봉체육공원,1,0,0,1
캠프라과디아체육공원,0,1,1,0
큰재봉공원,1,1,1,0
한겨레얼체험공원,0,1,1,0
함평공원,1,0,1,0
해남공원,1,1,1,0
황락계곡,0,1,0,0
감천계곡유원지,0,1,0,0
지리산유아숲체험원,0,1,1,0
가마섬,0,1,0,1
각골공원,1,1,1,0
강서공원,1,0,1,0
경각산,1,0,1,0
경산시현충공원,1,1,1,0
광남생활체육공원,1,1,0,0
구녀산,1,0,1,1
구성폭포,0,1,1,0
구월아시아드선수촌근린공원,1,1,1,0
금남로공원,1,0,0,1
나라공원,1,0,1,0
내동공원,1,1,1,0
내장산관광테마파크,1,1,1,0
노송공원,1,1,1,0
농서근린공원,1,1,1,0
달기폭포,0,1,1,0
당사해양낚시공원,1,1,1,1
대진항해상공원,0,1,1,1
덕가산,1,1,1,0
덕태산,1,1,1,0
동활계곡,1,1,0,0
두타연계곡,1,1,0,0
둔산대공원,1,0,1,0
마상공원,1,0,1,0
마애삼존불상,1,1,0,1
만수공원,1,1,1,0
매창공원,1,0,1,0
명사의해변,1,1,1,0
명일공원,1,1,1,0
무궁화어린이공원,1,1,1,0
반송근린공원,1,1,1,0
번암가족공원,1,1,1,0
봇들공원,1,1,1,0
부엉이공원,1,1,1,0
사구미해수욕장,0,1,0,0
산내들공원,1,1,1,0
산정공원,1,1,1,0
삼각지공원,1,1,1,0
새싹공원,1,1,1,0
생활체육공원,1,0,1,0
선덕여왕공원,1,0,1,0
솔숲구릉공원,1,1,1,0
시천가람터,1,1,1,0
신계역사공원,1,1,1,0
신흥계곡,0,1,0,0
싸리고개공원,1,1,1,0
쌍봉사철감선사탑,1,1,0,1
안중공원,1,1,1,0
역삼까치공원,1,1,1,0
옥녀탕,0,1,0,0
온양체육공원,1,1,1,1
용성골계곡,0,1,0,0
용인할미산성,1,0,0,0
용추계곡유원지,1,1,0,0
원통산,1,1,1,1
장당공원,1,1,1,0
조봉산,0,1,1,1
주안체육공원,1,1,1,0
중대리계곡,0,1,0,0
중봉계곡,0,1,0,0
집현산,1,0,1,1
청수계곡,0,1,0,0
충훈공원,1,1,0,0
토리공원,0,1,1,0
통영해양관광공원,1,1,1,0
판암근린공원,1,0,0,0
학현근린공원,1,1,1,0
해변공원,1,1,1,0
햇님공원,1,1,1,0
화동못수변공원,1,1,1,0
영신유원지,1,1,1,0
황지공원,0,1,1,0
냉산,1,1,1,1
2.28기념중앙공원,1,1,1,0
가막유원지,0,1,1,0
갈매공원,1,1,1,0
강릉임영관삼문,1,0,1,0
거여공원,1,1,1,0
공릉동근린공원,1,1,1,0
금장해수욕장,1,1,1,0
나아해수욕장,1,1,1,0
너릿재공원,0,1,1,0
농심테마파크식물생태학습원,0,1,1,0
느티나무어린이공원,1,1,1,0
당정근린공원,1,1,1,0
대불공원,1,1,1,0
덕신해변,0,1,0,0
도당소공원,1,0,1,1
도사곡계곡,0,1,0,0
둔장해수욕장,1,1,0,0
물너울공원,1,1,1,0
백로공원,1,1,1,0
부귀산,0,0,1,0
분수광장,1,1,0,0
서북산,1,1,0,0
서촌공원,1,1,1,0
설악폭포,1,1,1,0
솔바람공원,1,1,1,0
송대공원,1,1,1,0
송파근린공원,1,1,1,0
순긋해수욕장,0,1,0,0
심원계곡,0,1,0,0
쌍봉산근린공원,1,1,1,0
안동체육공원,1,1,1,0
어방체육공원,1,1,1,0
어천계곡,0,1,0,0
에어드리공원,1,1,0,0
연풍레포츠공원,1,1,1,0
웅석계곡,0,1,0,0
웅석봉군립공원,0,1,0,0
월배공원,1,0,1,1
은빛공원,1,1,1,0
이일레해수욕장,1,1,0,0
일월산자생화공원,0,1,1,0
제부비치랜드,1,1,1,0
조암공원,1,1,1,0
죽미공원,1,1,1,0
중앙1공원,0,1,0,0
천동계곡,1,1,0,0
천하몽돌해수욕장,1,1,0,0
철쭉공원,1,0,0,0
태양산,1,1,1,0
푸른뜰근린공원,1,1,1,0
하평해수욕장,0,1,0,0
한재밑해변,1,1,1,0
해거름마을공원,1,1,1,0
호꼬빼기유원지,0,1,0,0
영산강체육공원,1,0,1,0
별님공원,0,1,1,0
향수공원,1,1,1,0
대호수변공원,0,1,1,0
함평천수변공원,0,1,1,0
구미생태숲,0,1,1,0
88올림픽공원,1,1,0,0
가락근린공원,1,1,1,0
가섭산,1,0,1,1
가음정공원,1,1,0,0
각호산,1,0,0,1
거망산,0,1,1,1
고운골남한강갈대숲,0,1,1,0
고잔공원,1,1,1,0
곰돌이공원,1,1,0,0
교동생태습지,0,1,1,0
금나래중앙공원,1,1,1,0
금천폭포공원,1,1,1,0
김인문묘,1,1,1,1
까치어린이공원,1,1,1,0
남산어린이공원,1,1,1,0
내혜홀광장,1,1,1,0
논현포대근린공원,1,0,1,0
다가공원,1,1,1,0
단원조각공원,1,1,1,0
대게공원,1,1,1,0
대모산도시자연공원,1,1,1,0
도솔계곡,0,1,0,0
동부공원,1,1,1,1
두악산,1,1,1,1
마포어린이공원,1,1,0,0
만경강수변생태공원,1,1,1,1
면산,0,0,1,0
명암유원지,1,1,1,0
모충공원,1,1,1,0
문개실강변유원지,1,1,1,0
물골안유원지,0,1,0,0
밤나무계곡,0,1,0,0
벌말근린공원,1,1,1,0
봉황공원,0,0,1,1
북암산,1,1,1,0
분당어린이공원,1,1,1,0
삼정산,1,1,1,1
상남분수광장,0,1,1,1
서정공원,1,0,0,0
선계폭포,0,1,1,0
소구니산,0,1,1,0
소향공원,1,1,1,0
소흘체육공원,1,1,1,1
송정체육공원,1,1,1,0
수달생태공원,0,1,1,0
수명산근린공원,1,1,1,0
수목공원,1,1,1,0
수미르공원,1,1,1,0
수입리계곡,0,1,0,0
수협효시공원,1,1,1,0
쉰움산,1,1,1,1
심방계곡,0,1,0,0
안골어린이공원,1,1,1,0
양산해수욕장,1,1,0,0
어울공원,1,1,0,0
어위폭포,0,1,0,0
언구비공원,1,1,1,1
연석산,1,1,1,0
예송리해수욕장,0,1,0,0
오목호수공원,1,1,1,0
오천몽돌해변,1,1,1,0
옹강산,1,1,1,0
옹달샘유원지,0,1,0,0
용정근린공원,1,1,1,0
우두해수욕장,1,1,0,0
원당종마공원,1,0,1,0
원평공원,1,1,0,0
월천유원지,0,1,0,0
유안근린공원,1,1,1,0
은천계곡,0,1,0,0
의림사계곡,1,1,0,0
장수폭포,1,1,0,0
장호원레포츠공원,0,1,0,0
정선아라리공원,0,1,1,0
조안면체육공원,1,1,1,0
주암체육공원,1,1,1,1
중동근린공원,1,1,0,0
중리체육공원,1,0,1,0
지성공원,1,1,1,0
창원교통공원,1,0,1,0
청평안전유원지,1,1,1,0
탄요유적공원,1,1,1,0
탈춤공원,0,1,1,0
탐라계곡,0,1,1,1
팔미도해수욕장,0,1,1,0
풍납백제문화공원,0,1,1,0
하나공원,1,1,0,1
화전공원,1,1,1,0
흥무공원,1,0,1,0
꿈동산공원,0,1,1,0
역재방죽공원,0,1,1,0
현대예술공원,0,1,0,0
역사유적공원,0,1,1,0
송림수변공원,1,1,1,0
UN조각공원,1,0,1,0
강남축구공원,1,0,0,1
강변환경공원,1,1,1,0
강화산성북문,1,0,0,0
계림공원,1,1,1,0
고소바위공원,1,1,1,0
곤충나라사과테마파크,1,1,1,0
공덕산,1,0,1,0
공주장승조각공원,1,1,0,0
광대곡,0,1,1,0
광진광장,1,1,0,1
구절초테마공원,0,0,1,0
권선중앙공원,1,1,1,0
귀덕궤물동산,0,1,1,1
극락친수공원,1,1,1,0
금강시민공원,1,1,1,0
금곡해수욕장,1,1,0,0
남이섬유원지,1,1,0,0
내장산단풍생태공원,0,0,1,0
능동공원,1,0,0,0
담양테지움테마파크,1,1,0,1
대동계곡,0,1,0,0
대부산,1,1,1,0
대학공원,1,1,1,0
덕동해수욕장,1,1,0,0
덕신해수욕장,0,1,0,0
도림계곡,0,1,0,0
돌모루근린공원,1,1,0,0
뒷불해변,1,1,0,0
마로산성,1,1,1,0
망산공원,1,0,1,0
매송체육공원,1,0,0,0
매화동산,1,0,0,0
목마공원,1,1,1,0
문산공원,1,1,1,0
박건호공원,0,1,1,0
반야계곡,0,1,0,0
발산근린공원,1,1,1,0
백마공원,1,1,1,0
백학산,1,1,1,1
변동근린공원,1,1,1,0
본리어린이공원,1,1,1,0
본신계곡,0,1,0,0
분성체육공원,1,1,1,1
불기산,0,1,1,1
비봉체육공원,1,1,0,0
사기동굴유원지,0,1,0,0
사향산,1,1,1,0
삼성공원,1,0,1,1
상맹방해수욕장,0,1,0,0
서남물재생센터공원,1,0,0,0
서현근린공원,1,1,1,0
석산근린공원,1,0,1,0
세교공원,1,1,1,0
세종로공원,1,0,1,1
소나무공원,1,1,1,0
소죽도공원,1,0,1,0
수경공원,1,1,0,0
시민소체육공원,1,1,0,1
신길근린공원,1,1,0,0
안양천체육공원,1,1,1,0
양서문화체육공원,1,1,1,0
엑스파크공원,1,1,1,0
여차해수욕장,1,1,0,0
연무체육공원,1,1,1,0
염창공원,1,1,1,0
영암공원,1,1,1,0
오리공원,1,1,1,0
오정공원,1,1,1,0
옥천레포츠공원,1,1,1,0
우산근린공원,1,1,1,0
월내해수욕장,1,1,0,0
월여산,1,0,0,0
유달해수욕장,1,1,1,0
자양산,1,0,1,1
작약산,1,1,1,0
장지체육공원,1,1,0,0
전북리유원지,1,1,1,0
정림사지오층석탑,1,0,1,0
주왕계곡,0,1,1,0
중부공원,1,0,0,1
천령산,1,1,1,1
천변공원,1,1,1,0
충장근린체육공원,1,1,1,0
한들해수욕장,1,0,1,0
한양공원,1,1,1,0
해미산성,1,1,1,0
호림공원,1,1,1,0
화랑체육공원,1,1,1,0
효릉,1,0,1,1
연기대첩비공원,1,1,1,0
오리산성,1,1,1,0
사직놀이공원,0,1,1,0
진재공원,1,1,1,0
반월놀이공원,1,0,0,0
우산웰빙테마공원,1,1,1,0
길우공원,1,1,1,0
꽃동산공원,0,1,1,0
12폭포,0,1,1,0
거문도해수욕장,0,1,0,0
계관산,1,1,0,1
고락산성,0,1,1,0
고양산,0,0,1,1
고창자연마당,1,1,0,1
광덕공원,1,1,1,0
광려산,1,1,1,1
광화문시민열린마당,1,0,1,1
괘관산,1,1,1,1
구름골쉼터,0,1,0,0
구영공원,0,0,1,1
궁동생태공원,1,1,1,0
금적산,1,1,1,1
김수환추기경사랑과나눔공원,0,1,1,0
낙동강시발점테마공원,0,1,1,0
누에머리공원,1,1,1,0
단임계곡,0,1,0,0
달터공원,1,1,1,0
당말공원,0,1,1,0
도원공원,1,1,1,0
돌산근린공원,1,1,1,0
동인천역북광장,1,0,1,1
동춘공원,1,1,1,0
둔배미공원,1,1,1,0
만행산,1,0,1,1
목감공원,1,1,1,0
목릉,1,0,1,1
무학봉근린공원,1,1,1,0
문수골계곡,0,1,0,0
발교산,0,1,1,0
방울새어린이공원,1,1,0,0
버드내공원,1,1,1,0
번개레이싱,0,1,0,0
범서생활체육공원,1,1,1,0
병점근린공원,1,1,1,0
보람공원,1,0,1,0
보해산,1,0,0,1
보현천계곡,0,1,0,0
불암산공원,1,0,1,0
삼동공원,1,1,1,0
상운산,1,0,0,0
새말소공원,0,1,0,0
샘말공원,1,1,1,0
샘터공원,1,0,0,0
샛별어린이공원,1,0,1,0
서림공원,1,1,1,0
서어지공원,1,0,0,1
서재필기념공원,1,1,1,0
선진공원,1,0,1,0
성북공원,1,1,1,0
성북천분수광장,1,0,0,0
성산포JC공원,1,1,0,1
성수근린공원,0,1,1,0
소록도해수욕장,0,1,0,0
수인산,1,0,1,1
수주공원,1,1,0,0
숭릉,1,0,1,1
시냇물공원,1,1,1,0
신평공원,1,1,1,0
신평레포츠공원,1,0,0,1
십이선녀탕계곡,0,1,1,0
아라공원,1,1,1,0
아름공원,1,1,0,0
안동하회마을만송정숲,1,1,1,0
안성체육공원,1,1,1,0
암사공원,1,1,1,0
양단유원지,1,1,1,0
양백폭포,1,1,1,0
에코공원,1,1,1,1
여술근린공원,1,1,1,0
영장근린공원,1,1,1,0
오색계곡,0,1,0,0
옥산생활체육공원,1,1,1,0
완도해변공원,1,0,0,0
용산생활체육공원,1,1,1,1
우산공원,1,1,1,0
운곡공원,1,1,1,0
웅천돌문화공원,1,0,1,0
유수지공원,1,0,1,0
율목공원,1,0,1,0
율봉근린공원,1,0,1,0
이수공원,1,1,1,0
이천폭포,0,1,1,0
일본군관사,1,1,1,0
장골해수욕장,0,1,1,0
적벽산,1,1,1,0
정평공원,0,0,1,1
조른모살해수욕장,0,1,0,0
주인공원,1,1,1,0
중앙광장,1,1,1,0
직동계곡,0,1,0,0
진흥왕릉,1,0,1,0
철마공원,1,0,1,0
춘천문학공원,1,1,1,1
충무공원,1,1,1,1
충숙근린공원,1,0,1,0
탄천변제1체육공원,1,1,0,1
태전공원,1,1,1,0
토당공원,1,1,1,0
통구미몽돌해변,0,1,1,0
폭포암,0,0,1,0
하누넘해수욕장,1,1,0,1
하늬공원,1,1,1,0
한천체육공원,1,0,1,0
한티근린공원,0,1,0,1
해도공원,1,1,1,0
해와달해양낚시공원,1,1,1,0
호돌이공원,1,1,1,0
화개천계곡,0,1,0,0
화원체육공원,1,1,1,0
후릉,1,0,0,1
아사달공원,0,1,1,0
고동산계곡,0,1,0,0
꽃나루공원,1,1,1,0
둥근공원,1,1,1,0
고성군스포츠파크,0,1,1,1
구절폭포,0,1,1,0
왕산역사공원,0,1,1,0
금당유원지,0,1,0,0
가마실공원,1,1,1,0
가좌공원,1,1,1,0
감삼못공원,1,1,0,0
개경포기념공원,1,1,1,0
개포근린공원,1,1,1,0
고촌레코파크,1,1,1,0
고흥유자공원,0,1,1,1
인등산,1,0,0,1
관음공원,1,1,1,0
광나루공원,1,1,1,0
광주어린이공원,1,1,1,0
구로근린공원,1,1,1,1
구리광장,1,0,1,1
구리역공원,1,1,0,0
국망산,1,1,1,0
금능소공원,1,1,1,0
금암문화공원,1,1,1,0
남촌공원,1,1,1,1
냉수리신라비,1,1,0,0
느진구지해변,1,1,1,0
당말어린이공원,1,1,1,0
대방체육공원,1,1,1,0
대성산성,1,1,1,1
덕계근린공원,1,0,0,1
도봉산만남의광장,1,1,1,0
도원유원지,0,1,0,0
도척그린공원,1,1,1,0
동키캐슬,1,1,1,0
동해공원,1,1,1,0
땅끝조각공원,0,1,1,0
로보카폴리안전체험공원,1,0,0,1
마산조각공원,1,0,1,0
무지개어린이공원,1,1,1,0
문암산,1,1,0,1
박찬호야구공원,0,1,1,0
반딧불이공원,1,1,1,0
밤섬공원,1,1,1,0
방어진체육공원,1,1,1,0
백운폭포,0,1,1,0
백합공원,0,0,1,0
불무공원,0,0,1,1
비석거리공원,1,1,1,0
사곶해수욕장,1,1,1,0
산내공원,1,1,1,0
산서체육공원,1,1,1,0
삼방공원,1,1,1,0
삼호공원,1,0,1,1
새장터공원,1,1,0,0
석계역문화공원,0,1,1,0
석곶체육공원,1,1,0,0
석정공원,1,1,1,0
선달산,1,1,1,0
성동공원,0,1,1,0
소근진성,1,1,1,0
수정공원,1,1,1,0
순포해수욕장,0,1,0,0
승학공원,1,1,1,0
신매공원,1,1,1,0
알미산공원,0,1,1,0
애향공원,1,0,1,0
영모재공원,1,1,1,0
오동동문화광장,1,0,1,1
용화산계곡,0,1,0,0
율곡공원,0,0,1,0
은빛개울공원,1,1,1,0
의정부추동공원,1,0,0,1
인평공원,1,1,1,0
일산호수공원인공폭포,1,1,0,0
임진강유원지,1,1,1,0
장림계곡,0,1,0,0
장평근린공원,1,1,1,0
정혜사지십삼층석탑,1,1,1,0
조원공원,1,1,1,0
중리공원,1,0,1,0
창현체육공원,1,1,1,0
천관산도립공원,1,1,1,1
천일폭포,0,1,1,0
천제당유원지,1,1,1,0
청라중앙호수공원,1,1,1,0
청진공원,1,1,1,0
추동웰빙공원,1,1,1,0
충무유원지,1,0,0,1
콩돌해수욕장,0,1,1,0
토암도자기공원,0,1,1,1
통명산,0,1,1,1
통산근린공원,1,1,1,0
팔음산,0,0,1,0
풍암체육공원,1,1,1,0
하일계곡,0,1,0,0
해밀공원,1,1,1,0
햇살공원,1,1,1,0
호암산숲길공원,1,1,0,0
효천물빛노닐터,1,0,0,1
태산성,1,1,1,1
팔각정공원,1,1,1,0
엄사근린공원,0,1,1,0
이슬공원,0,1,1,0
진촌해수욕장,1,1,1,0
낙천의자공원,1,1,1,0
수양공원,1,1,1,0
솟대문화공간,0,1,1,0
안터선사공원,1,1,1,0
좌학근린공원,1,1,1,0
갈말근린공원,1,1,1,0
감로천생태공원,1,1,0,0
건강공원,1,1,1,0
건너말공원,1,1,1,0
건지공원,1,1,1,0
고양근린공원,1,1,1,0
관교공원,1,1,1,1
관악도시농업공원,1,1,1,1
금대유원지,0,1,0,0
금왕생태공원,1,1,1,0
남항진해수욕장,1,1,0,0
낭도해변,0,1,1,0
내린천수변공원,1,1,1,0
내심적계곡,1,1,0,0
달터근린공원,1,0,0,0
대가미공원,1,1,0,0
대산안산공원,0,1,1,0
대촌공원,1,1,1,0
덕고산,1,0,1,1
도원리휴양지,0,1,0,0
돌마공원,1,1,1,0
돌하루방공원,1,0,1,1
동호숲,0,1,1,0
동화마을생태공원,1,1,1,0
말목산,1,1,1,1
무심천체육공원,1,0,0,0
묵곡생태숲,1,0,1,0
물빛근린공원,1,1,1,0
방동계곡,0,1,0,0
배미꾸미해변,0,1,1,0
배봉산근린공원,1,1,1,0
백련근린공원,1,1,1,1
백석해수욕장,0,1,0,1
본오공원,1,1,0,0
봉림산,1,0,0,1
봉명폭포,0,1,0,0
불암산성,1,0,0,0
사적공원,1,1,1,0
삼태산,1,0,1,1
삼포유원지,1,1,0,0
삿갓봉근린공원,0,0,1,0
상도공원,1,1,1,0
상봉공원,1,1,1,0
상왕산,1,0,1,1
새싹어린이공원,1,1,1,0
새터공원,1,1,1,0
색동어린이공원,1,1,0,0
생태습지공원,1,1,1,0
서방산,1,1,1,0
선녀골유원지,0,1,0,0
소리산유원지,1,1,0,0
소리산자연발생유원지,0,1,1,0
소승폭포,1,1,1,1
수경원,1,0,1,1
술정리동삼층석탑,1,1,0,0
숲쟁이공원,1,1,1,0
승촌공원,1,0,1,0
신내근린공원,1,1,1,0
신선대유원지,1,1,1,0
안인해수욕장,0,1,0,0
양지어린이공원,1,1,1,0
양평체육공원,1,1,1,0
여수고인돌공원,1,0,1,0
여심폭포,1,1,1,0
역사문화공원,1,1,1,0
오류고아라해수욕장,0,1,0,0
오성공원,1,1,1,0
옥포생태공원,1,1,1,0
와와공원,1,1,0,0
원도봉유원지,1,1,0,0
월곡공원,1,0,0,0
월암근린공원,1,1,0,0
월피공원,1,1,1,0
유당공원,1,1,1,0
은행공원,1,1,1,0
은행나무공원,1,1,1,0
이동공원,1,1,0,0
이매공원,1,1,1,0
이촌공원,1,1,1,0
이화공원,1,1,1,0
인천연안부두바다쉼터,1,1,1,0
작대산,1,1,0,1
접산,1,1,1,0
조약돌해변,1,1,1,0
존제산,1,0,1,1
종달새공원,1,1,1,0
지수체육공원,1,1,1,0
진남체육공원,1,1,1,1
진전사지삼층석탑,1,1,1,1
참새어린이공원,1,1,1,0
청남공원,1,1,1,0
초려역사공원,1,0,1,0
초정문화공원,1,1,1,0
충효공원,1,0,1,1
큰바위얼굴조각공원,0,1,1,1
탄항산,1,1,1,1
토월공원,1,1,1,0
판대유원지,0,1,0,0
평리공원,1,1,0,1
평창강유원지,0,1,0,0
풍산공원,1,0,1,0
한강수변공원,1,1,1,0
한계산성,1,1,1,0
함박공원,1,1,0,0
현화근린공원,1,1,0,0
호구산군립공원,1,0,1,1
호국공원,1,1,1,0
홍릉공원,1,1,1,0
후곡약수터,1,1,1,0
흑석동공원,1,1,1,0
흥터유원지,1,1,1,0
할미봉,1,0,0,0
인창공원,1,1,1,0
무양공원,1,1,1,0
육화산,1,1,1,1
곤제근린공원,1,1,1,1
남부공원,1,1,0,0
자갈치시장하늘공원,1,1,1,0
용담가족테마공원,1,1,1,1
반야산장승공원,0,1,1,0
플레이토피아,0,1,0,1
춘천모터파크,1,1,1,0
도화산,1,1,1,0
감삼공원,1,1,1,1
강릉남대천체육공원,1,1,1,0
강하체육공원,1,1,1,0
개롱공원,1,1,1,0
개봉공원,1,1,1,0
개웅산공원,1,1,1,0
개화산공원,1,1,1,0
검배근린공원,1,0,0,0
경산체육공원,1,1,1,0
고원통계곡,0,1,0,0
고흥우주랜드,1,1,1,0
구갈자연생태공원,1,1,1,0
구수산공원,1,0,0,0
구암폭포,0,0,1,0
굴포공원,1,0,0,1
금물산,1,1,1,0
금배근린공원,1,1,1,0
금선정계곡,0,1,0,0
길마공원,1,1,1,1
낙화산,1,0,0,1
노음산,1,0,1,1
느티공원,1,1,1,0
당골계곡,0,1,0,0
당동체육공원,1,1,1,0
대흥공원,1,0,1,1
덕골계곡,0,1,0,0
덕구온천계곡,0,1,0,0
돌산체육공원,1,0,0,1
동학산공원,1,1,1,0
두곡월포해수욕장,1,1,0,0
두루미공원,1,0,1,0
둔치공원,1,1,1,0
뒷벌공원,1,1,1,0
맨발공원,1,1,1,0
머내공원,1,0,0,0
모래소계곡,0,1,0,0
무량산,1,1,1,1
물총새공원,1,0,0,0
반딧불이마을,1,1,1,0
밤골공원,1,1,1,0
방일리공원,1,1,0,1
배밭공원,1,1,1,0
백련공원,1,1,1,0
복호동폭포,0,1,0,0
부곡근린공원,1,1,1,0
삼각공원,1,1,1,0
삼선공원,1,1,1,0
상원산,1,1,1,0
새말어린이공원,1,1,1,0
색동공원,1,1,0,0
샛별공원,1,0,1,0
생초조각공원,1,0,0,0
석촌공원,1,1,0,0
선운산생태숲,1,1,1,0
소록도중앙공원,1,1,1,0
송강근린공원,0,1,1,0
송이도해수욕장,1,1,0,1
수변생태공원,1,1,1,0
숲속공원,1,1,1,0
식골공원,1,1,0,0
심연동계곡,0,1,0,0
안양체육공원,1,1,0,0
애기소폭포,0,1,1,0
어울림근린공원,0,1,1,0
염전해수욕장,0,1,1,0
오이도기념공원,1,1,1,1
옥류폭포,0,1,0,0
와룡소계곡,0,1,0,0
완택산,1,1,1,0
왕십리역광장,1,1,1,0
용전공원,1,1,1,1
용출도해수욕장,1,1,0,0
운천공원,1,0,0,1
익산축구공원,1,1,0,0
임당공원,1,1,1,0
전의생활체육공원,1,1,1,0
정도리해수욕장,0,1,0,0
제천덕주산성,1,1,1,1
조개골해수욕장,1,1,0,0
죽령폭포,0,1,0,0
청량폭포,1,1,1,0
청산공원,1,1,1,0
청소년광장,1,1,0,1
청송공원,0,0,1,0
청수유원지,0,1,0,0
춘향골체육공원,1,1,1,0
토평공원,1,1,1,0
티놀자,1,0,1,1
풍암공원,1,0,1,0
하늘나라공원,1,0,1,1
한샘공원,1,1,1,0
한울근린공원,1,0,0,0
해솔공원,1,0,0,0
홍련봉공원,1,1,1,0
화동공원,1,1,1,0
화봉공원,1,1,1,0
효자공원,1,1,1,0
희망어린이공원,1,1,1,0
강변체육공원,1,1,1,0
구곡산,1,0,1,1
비래공원,0,1,1,0
삐에르랑디공원,0,1,1,0
연산폭포,0,1,0,1
적오산성,1,1,1,1
천수공원,1,0,1,0
구미동해수욕장,0,1,1,0
인제공원,1,0,1,0
함양폭포,0,1,1,0
공룡어린이공원,1,1,1,0
노형미리내공원,1,1,1,0
대곡산,1,1,1,0
묘적계곡,0,1,0,0
연호공원,1,1,1,0
원고잔공원,1,0,1,0
송면계곡,0,1,0,0
송강공원,1,1,0,0
옥산근린공원,0,1,0,0
이단폭포,0,1,1,0
일원장미공원,1,1,1,0
산림생태문화공원,1,1,1,0
산토끼공원,1,1,1,0
해넘이공원,1,1,1,0
가남체육공원,1,0,1,0
가좌근린공원,1,1,0,0
가좌완충녹지공원,0,1,1,0
강변유원지,1,1,1,0
강선공원,1,1,1,0
개나리어린이공원,1,1,1,0
거열산성,1,1,1,1
고산공원,1,0,1,0
고소성군립공원,1,0,1,0
공산폭포,0,1,0,0
관창폭포,1,1,0,1
괴산보훈공원,1,1,1,1
구암역사공원,1,1,1,0
금천공원,1,1,1,0
금호공원,1,1,1,0
꾸지나무해수욕장,1,1,0,0
꿈돌이공원,1,1,1,0
나들이공원,1,0,1,0
나라사랑공원,1,1,1,0
낙동강둔치공원,1,0,1,0
남수산,1,1,1,0
남천해변공원,1,1,1,0
노원체육공원,1,0,1,0
녹음광장,0,1,1,0
논현까치공원,1,1,1,0
대동공원,1,0,1,0
대방녹지공원,1,1,1,0
대현어린이공원,1,1,1,1
도래울의장대공원,1,1,1,0
도직해수욕장,0,1,0,0
돌고개유원지,1,1,1,0
동고리해수욕장,1,1,0,0
동화공원,1,0,1,1
두대공원,1,1,1,0
두봉산,1,1,1,1
마곡중앙광장,1,1,1,1
마두공원,1,1,1,0
매곡공원,1,1,1,1
매호공원,1,1,1,0
명동근린공원,1,1,1,1
모담폭포,0,1,1,0
문화예술공원,1,1,1,0
미리내어린이공원,1,1,1,0
반월중앙공원,1,1,0,0
백양가족공원,0,0,1,1
백토공원,1,1,1,0
벼락폭포,0,1,1,1
봉하마을생태문화공원,1,0,0,0
봉화공원,1,1,1,0
부천승마공원,1,1,1,0
불암폭포,1,1,1,0
사성공원,1,0,1,0
사천항공우주테마공원,1,1,0,0
산수공원,1,1,1,0
산수유사랑공원,1,0,1,0
새말공원,1,1,1,0
새재계곡,0,1,0,0
서종문화체육공원,1,1,1,0
석수공원,1,1,1,0
석탈해왕릉,1,1,1,0
선동둔치체육시설,1,1,1,0
선사공원,1,0,1,0
성덕공원,1,1,1,0
소바우공원,1,1,1,0
솔밭유원지,1,1,1,0
솜반내,0,1,0,0
송촌생활체육공원,0,1,1,0
수내공원,1,1,1,0
수안산성,1,1,0,0
수유일공원,1,1,1,0
수청근린공원,1,1,0,0
술뫼생태공원,1,1,0,0
신상공원,1,0,1,0
심천공원,1,1,1,0
심천유원지,1,1,1,0
안산어린이공원,1,1,1,0
양구자연생태공원,0,1,1,0
양정라이온스공원,1,1,1,0
양지암장미공원,1,0,0,0
어린이교통나라,1,1,0,0
여월공원,1,1,0,1
연동근린공원,1,1,1,1
연하폭포,0,1,0,0
연화공원,1,1,1,0
열림공원,1,1,1,0
영월수변공원,1,1,1,0
